Aged 3rd H,,,,,
T (K),V (mm3),,,,
1065.340674,133.075377,,,,
1065.573828,133.075272,,,,
1065.802527,133.076731,,,,
1065.978186,133.077876,,,,
1066.078467,133.080377,,,,
1066.370459,133.082251,,,,
1066.380042,133.083710,,,,
1066.497229,133.085480,,,,
1066.742773,133.086314,,,,
1066.926672,133.087356,,,,
1067.050818,133.088605,,,,
1067.280371,133.090584,,,,
1067.386633,133.092251,,,,
1067.605078,133.091314,,,,
1067.846533,133.094022,,,,
1068.051550,133.094855,,,,
1068.166113,133.096002,,,,
1068.336584,133.097043,,,,
1068.409888,133.099022,,,,
1068.560889,133.099334,,,,
1068.631873,133.101001,,,,
1068.892188,133.102668,,,,
1069.001135,133.103918,,,,
1069.333228,133.105793,,,,
1069.426917,133.106731,,,,
1069.563513,133.107980,,,,
1069.835852,133.109647,,,,
1069.900732,133.110689,,,,
1070.130042,133.112147,,,,
1070.197546,133.113085,,,,
1070.355994,133.114231,,,,
1070.670569,133.116627,,,,
1070.699255,133.116523,,,,
1070.968787,133.118398,,,,
1071.079077,133.120795,,,,
1071.391882,133.120378,,,,
1071.476904,133.123399,,,,
1071.405188,133.123920,,,,
1071.832495,133.125691,,,,
1071.943823,133.126420,,,,
1072.134802,133.126837,,,,
1072.337073,133.127150,,,,
1072.528357,133.129962,,,,
1072.594153,133.130275,,,,
1072.736975,133.131629,,,,
1072.911536,133.133921,,,,
1073.081702,133.135693,,,,
1073.115393,133.136318,,,,
1073.187659,133.135172,,,,
